merchant_id,scenario,baseline_tx_count,current_tx_count,baseline_fraud_count,current_fraud_count,baseline_fraud_rate,current_fraud_rate,baseline_device_count,current_device_count,baseline_suspicious_score,current_suspicious_score,fraud_spike_label,fraud_rate_delta,fraud_rate_ratio,volume_surge_ratio,device_concentration_ratio,suspicious_score_delta
MERCH_HIBAS_00066,high_stable_fraud,1786,84,198,10,0.1114,0.1172,1259,66,0.2558,0.3555,0,0.0058,1.052,1.1288,1.2727,0.0997
MERCH_FLASH_00251,flash_sale_high_vol,1284,301,33,3,0.0263,0.0095,1134,259,0.0325,0.0864,0,-0.0168,0.3636,5.6262,1.1622,0.0539
MERCH_ORG_00019,organic_growth,1026,61,31,2,0.0303,0.0247,872,51,0.0417,0.0478,0,-0.0056,0.8158,1.4269,1.1961,0.0061
MERCH_SPIKE_ATO_00049,targeted_ato_surge,582,61,23,24,0.0396,0.3952,465,21,0.1053,0.6189,1,0.3556,9.9572,2.5155,2.9048,0.5136
MERCH_HIBAS_00183,high_stable_fraud,664,30,88,4,0.1332,0.1407,419,19,0.3616,0.2697,0,0.0075,1.0563,1.0843,1.5789,-0.0919
MERCH_NOISE_00070,low_volume_noise,46,1,0,1,0.0,1.0,41,1,0.0876,0.1896,0,1.0,10001.0,0.5217,1.0,0.102
MERCH_STD_01260,standard_stable,3404,127,76,2,0.0225,0.0183,2549,101,0.0606,0.0418,0,-0.0042,0.8142,0.8954,1.2574,-0.0188
MERCH_STD_00009,standard_stable,2975,122,34,1,0.0117,0.0107,2476,98,0.0827,0.0864,0,-0.001,0.9153,0.9842,1.2449,0.0037
MERCH_HIBAS_00293,high_stable_fraud,1551,70,203,8,0.1311,0.1208,1076,45,0.2555,0.4164,0,-0.0103,0.9215,1.0832,1.5556,0.1609
MERCH_STD_01340,standard_stable,842,43,19,1,0.0232,0.0237,649,37,0.0511,0.0709,0,0.0005,1.0215,1.2257,1.1622,0.0198
MERCH_STD_01393,standard_stable,2356,107,36,2,0.0154,0.0146,1871,81,0.0963,0.0491,0,-0.0008,0.9484,1.09,1.321,-0.0472
MERCH_STD_00173,standard_stable,1392,59,19,1,0.0139,0.0128,1077,44,0.0811,0.113,0,-0.0011,0.9214,1.0172,1.3409,0.0319
MERCH_STD_01256,standard_stable,3275,139,118,5,0.0363,0.0384,2620,124,0.0967,0.1049,0,0.0021,1.0577,1.0186,1.121,0.0082
MERCH_STD_00280,standard_stable,1653,68,21,1,0.0129,0.0146,1205,50,0.0639,0.0415,0,0.0017,1.1308,0.9873,1.36,-0.0224
MERCH_STD_00577,standard_stable,696,27,7,0,0.0107,0.0124,566,22,0.0745,0.0322,0,0.0017,1.1574,0.931,1.2273,-0.0423
MERCH_NOISE_00259,low_volume_noise,41,2,0,0,0.0,0.0,36,2,0.1098,0.1612,0,0.0,1.0,1.1707,1.0,0.0514
MERCH_NOISE_00071,low_volume_noise,44,1,0,1,0.0,1.0,39,1,0.0313,0.2078,0,1.0,10001.0,0.5455,1.0,0.1765
MERCH_STD_00322,standard_stable,813,37,32,2,0.0394,0.0411,729,26,0.098,0.0404,0,0.0017,1.043,1.0923,1.4231,-0.0576
MERCH_STD_00924,standard_stable,2495,119,97,4,0.0391,0.0362,1762,90,0.0364,0.0747,0,-0.0029,0.926,1.1447,1.3222,0.0383
MERCH_HIBAS_00332,high_stable_fraud,692,27,93,4,0.1355,0.1349,529,16,0.3075,0.3792,0,-0.0006,0.9956,0.9364,1.6875,0.0717
MERCH_SPIKE_ATO_00069,targeted_ato_surge,996,115,24,54,0.025,0.4691,796,44,0.1124,0.6382,1,0.4441,18.6932,2.7711,2.6136,0.5258
MERCH_STD_00311,standard_stable,2825,147,90,5,0.0322,0.0367,2305,121,0.0483,0.0879,0,0.0045,1.1393,1.2488,1.2149,0.0396
MERCH_SPIKE_RUSH_00471,syndicate_bot_rush,684,109,6,46,0.0101,0.4232,560,38,0.0391,0.946,1,0.4131,41.5,3.8246,2.8684,0.9069
MERCH_SPIKE_RUSH_00239,syndicate_bot_rush,1205,355,21,177,0.0175,0.4998,988,151,0.0884,0.9299,1,0.4823,28.4034,7.0705,2.351,0.8415
MERCH_STD_00051,standard_stable,659,23,20,1,0.0313,0.0262,485,20,0.0567,0.0984,0,-0.0051,0.8376,0.8376,1.15,0.0417
MERCH_NOISE_00049,low_volume_noise,62,4,0,0,0.0,0.0,55,4,0.0177,0.0209,0,0.0,1.0,1.5484,1.0,0.0032
MERCH_STD_01318,standard_stable,3093,124,60,2,0.0196,0.02,2546,99,0.0961,0.1195,0,0.0004,1.0203,0.9622,1.2525,0.0234
MERCH_STD_00524,standard_stable,1694,82,34,2,0.0204,0.0183,1393,72,0.0654,0.0394,0,-0.0021,0.8976,1.1617,1.1389,-0.026
MERCH_STD_00512,standard_stable,1762,82,66,3,0.0377,0.04,1480,62,0.0886,0.0418,0,0.0023,1.0608,1.1169,1.3226,-0.0468
MERCH_HIBAS_00027,high_stable_fraud,2019,87,203,8,0.1006,0.093,1428,56,0.341,0.2563,0,-0.0076,0.9245,1.0342,1.5536,-0.0847
MERCH_FLASH_00408,flash_sale_high_vol,1450,272,35,5,0.0245,0.0168,1315,228,0.0629,0.1162,0,-0.0077,0.687,4.5021,1.193,0.0533
MERCH_HIBAS_00006,high_stable_fraud,1763,62,236,9,0.1342,0.1379,1380,45,0.2539,0.4059,0,0.0037,1.0276,0.844,1.3778,0.152
MERCH_ORG_00036,organic_growth,609,31,17,0,0.0294,0.0148,517,26,0.0465,0.0283,0,-0.0146,0.5051,1.2217,1.1923,-0.0182
MERCH_HIBAS_00245,high_stable_fraud,1400,62,196,9,0.1407,0.141,1085,40,0.3696,0.3672,0,0.0003,1.0021,1.0629,1.55,-0.0024
MERCH_STD_00232,standard_stable,564,25,9,0,0.016,0.014,470,18,0.0484,0.0549,0,-0.002,0.8758,1.0638,1.3889,0.0065
MERCH_STD_01387,standard_stable,2430,99,71,3,0.0296,0.0351,1930,86,0.0717,0.0284,0,0.0055,1.1852,0.9778,1.1512,-0.0433
MERCH_SPIKE_ATO_00169,targeted_ato_surge,956,129,18,56,0.019,0.4307,764,62,0.0776,0.6154,1,0.4117,22.555,3.2385,2.0806,0.5378
MERCH_ORG_00124,organic_growth,445,26,10,0,0.023,0.0116,378,22,0.0668,0.0503,0,-0.0114,0.5065,1.4022,1.1818,-0.0165
MERCH_STD_00785,standard_stable,2926,127,80,3,0.0275,0.0239,2055,95,0.0249,0.0577,0,-0.0036,0.8696,1.0417,1.3368,0.0328
MERCH_HIBAS_00401,high_stable_fraud,1232,49,166,6,0.135,0.128,943,33,0.2911,0.3196,0,-0.007,0.9482,0.9545,1.4848,0.0285
MERCH_STD_00502,standard_stable,1509,68,38,1,0.0255,0.0216,1090,51,0.0545,0.0499,0,-0.0039,0.8477,1.0815,1.3333,-0.0046
MERCH_STD_01074,standard_stable,684,25,14,1,0.0219,0.0242,514,21,0.0261,0.0941,0,0.0023,1.1045,0.8772,1.1905,0.068
MERCH_STD_01209,standard_stable,2887,128,115,5,0.0399,0.0356,2307,98,0.0824,0.0306,0,-0.0043,0.8925,1.0641,1.3061,-0.0518
MERCH_NOISE_00198,low_volume_noise,71,4,1,0,0.0141,0.0,63,4,0.1079,0.1804,0,-0.0141,0.007,1.3521,1.0,0.0725
MERCH_SPIKE_ATO_00249,targeted_ato_surge,640,99,10,30,0.0171,0.3042,512,34,0.0817,0.6155,1,0.2871,17.6919,3.7125,2.9118,0.5338
MERCH_SPIKE_ATO_00060,targeted_ato_surge,519,62,12,16,0.0239,0.2636,415,27,0.057,0.7118,1,0.2397,10.9875,2.8671,2.2963,0.6548
MERCH_SPIKE_ATO_00162,targeted_ato_surge,501,43,18,23,0.0363,0.5251,400,14,0.0718,0.7573,1,0.4888,14.4286,2.0599,3.0714,0.6855
MERCH_SPIKE_RUSH_00476,syndicate_bot_rush,1172,159,40,38,0.0347,0.2378,961,65,0.0413,0.7051,1,0.2031,6.8362,3.256,2.4462,0.6638
MERCH_STD_00725,standard_stable,2846,108,46,2,0.0163,0.0194,2247,76,0.0376,0.0542,0,0.0031,1.189,0.9108,1.4211,0.0166
MERCH_NOISE_00020,low_volume_noise,81,2,0,0,0.0,0.0,72,2,0.0792,0.1064,0,0.0,1.0,0.5926,1.0,0.0272
MERCH_HIBAS_00439,high_stable_fraud,1242,53,180,7,0.1457,0.1373,833,38,0.258,0.3082,0,-0.0084,0.9424,1.0242,1.3947,0.0502
MERCH_SPIKE_RUSH_00279,syndicate_bot_rush,1681,307,37,124,0.0225,0.4028,1378,95,0.0847,0.7893,1,0.3803,17.8274,4.3831,3.2316,0.7046
MERCH_STD_00804,standard_stable,1385,57,54,2,0.0397,0.0353,1024,44,0.0685,0.0982,0,-0.0044,0.8894,0.9877,1.2955,0.0297
MERCH_STD_00886,standard_stable,3026,110,107,3,0.0355,0.029,2503,80,0.062,0.0214,0,-0.0065,0.8174,0.8724,1.375,-0.0406
MERCH_STD_00872,standard_stable,1613,54,29,1,0.0181,0.0188,1163,40,0.0606,0.0486,0,0.0007,1.0385,0.8035,1.35,-0.012
MERCH_ORG_00104,organic_growth,1279,70,34,3,0.0267,0.038,1087,59,0.0741,0.078,0,0.0113,1.4216,1.3135,1.1864,0.0039
MERCH_HIBAS_00146,high_stable_fraud,808,35,121,5,0.1508,0.1387,546,25,0.3878,0.2906,0,-0.0121,0.9198,1.0396,1.4,-0.0972
MERCH_STD_00486,standard_stable,844,31,23,1,0.0277,0.0269,638,22,0.061,0.0366,0,-0.0008,0.9712,0.8815,1.4091,-0.0244
MERCH_SPIKE_RUSH_00226,syndicate_bot_rush,1170,242,32,59,0.0277,0.2455,959,68,0.0391,0.9188,1,0.2178,8.8345,4.9641,3.5588,0.8797
MERCH_SPIKE_ATO_00192,targeted_ato_surge,725,74,26,31,0.0359,0.4172,580,22,0.0716,0.7683,1,0.3813,11.5917,2.4497,3.3636,0.6967
MERCH_SPIKE_RUSH_00114,syndicate_bot_rush,558,75,6,22,0.0118,0.296,457,32,0.0711,0.8454,1,0.2842,24.8824,3.2258,2.3438,0.7743
MERCH_STD_00813,standard_stable,855,34,18,1,0.0216,0.0208,704,25,0.0338,0.1069,0,-0.0008,0.9631,0.9544,1.36,0.0731
MERCH_NOISE_00319,low_volume_noise,60,3,1,1,0.0167,0.3333,54,3,0.1415,0.1361,0,0.3166,19.8452,1.2,1.0,-0.0054
MERCH_SPIKE_RUSH_00184,syndicate_bot_rush,1854,542,47,205,0.0254,0.3783,1520,158,0.0988,0.9026,1,0.3529,14.8392,7.0162,3.4304,0.8038
MERCH_HIBAS_00357,high_stable_fraud,1637,63,258,11,0.1579,0.1707,996,39,0.3236,0.3272,0,0.0128,1.081,0.9236,1.6154,0.0036
MERCH_STD_00262,standard_stable,504,21,17,1,0.0356,0.0363,395,18,0.0591,0.0701,0,0.0007,1.0196,1.0,1.1667,0.011
MERCH_STD_00500,standard_stable,3444,121,45,2,0.0132,0.0124,2740,96,0.0885,0.0971,0,-0.0008,0.9398,0.8432,1.2604,0.0086
MERCH_NOISE_00077,low_volume_noise,74,2,1,0,0.0135,0.0,66,2,0.1266,0.1366,0,-0.0135,0.0074,0.6486,1.0,0.01
MERCH_STD_01457,standard_stable,1693,64,60,3,0.0357,0.04,1228,50,0.0278,0.0253,0,0.0043,1.1201,0.9073,1.28,-0.0025
MERCH_HIBAS_00434,high_stable_fraud,511,18,79,3,0.1551,0.1621,333,11,0.3556,0.3771,0,0.007,1.0451,0.8454,1.6364,0.0215
MERCH_SPIKE_ATO_00233,targeted_ato_surge,1159,163,17,48,0.015,0.2965,927,76,0.0596,0.7488,1,0.2815,19.6424,3.3753,2.1447,0.6892
MERCH_STD_00546,standard_stable,2437,99,33,1,0.0137,0.0121,1764,78,0.051,0.1141,0,-0.0016,0.8841,0.975,1.2692,0.0631
MERCH_NOISE_00013,low_volume_noise,91,4,0,1,0.0,0.25,81,4,0.0269,0.0346,0,0.25,2501.0,1.0549,1.0,0.0077
MERCH_SPIKE_ATO_00251,targeted_ato_surge,753,97,18,28,0.025,0.2884,602,32,0.0635,0.5749,1,0.2634,11.494,3.0916,3.0312,0.5114
MERCH_FLASH_00552,flash_sale_high_vol,1810,454,53,5,0.0293,0.0119,1386,422,0.0347,0.1104,0,-0.0174,0.4082,6.0199,1.0758,0.0757
MERCH_FLASH_00306,flash_sale_high_vol,2443,472,42,5,0.0174,0.0101,2195,383,0.0577,0.0631,0,-0.0073,0.5829,4.6369,1.2324,0.0054
MERCH_STD_01214,standard_stable,2550,101,25,1,0.01,0.0106,2150,78,0.0437,0.0382,0,0.0006,1.0594,0.9506,1.2949,-0.0055
MERCH_STD_00628,standard_stable,1692,70,28,1,0.0168,0.014,1331,51,0.0907,0.0645,0,-0.0028,0.8343,0.9929,1.3725,-0.0262
MERCH_ORG_00022,organic_growth,608,35,16,1,0.0275,0.0189,516,29,0.0676,0.0418,0,-0.0086,0.6884,1.3816,1.2069,-0.0258
MERCH_HIBAS_00100,high_stable_fraud,852,29,116,4,0.137,0.1331,657,19,0.358,0.2659,0,-0.0039,0.9716,0.8169,1.5263,-0.0921
MERCH_NOISE_00010,low_volume_noise,68,2,0,0,0.0,0.0,61,2,0.0535,0.1867,0,0.0,1.0,0.7059,1.0,0.1332
MERCH_FLASH_00012,flash_sale_high_vol,2070,557,59,13,0.0286,0.0232,1771,501,0.0664,0.036,0,-0.0054,0.8118,6.458,1.1118,-0.0304
MERCH_SPIKE_RUSH_00475,syndicate_bot_rush,447,66,8,23,0.02,0.3502,366,22,0.0556,0.7075,1,0.3302,17.4279,3.5436,3.0,0.6519
MERCH_SPIKE_RUSH_00301,syndicate_bot_rush,536,81,13,35,0.0247,0.4283,439,31,0.0532,0.8769,1,0.4036,17.2742,3.6269,2.6129,0.8237
MERCH_SPIKE_RUSH_00243,syndicate_bot_rush,1465,427,47,97,0.0326,0.2283,1201,108,0.0683,0.6949,1,0.1957,6.9847,6.9952,3.9537,0.6266
MERCH_SPIKE_RUSH_00150,syndicate_bot_rush,1627,284,23,127,0.0146,0.4461,1334,99,0.0915,0.9011,1,0.4315,30.3537,4.1893,2.8687,0.8096
MERCH_FLASH_00182,flash_sale_high_vol,1684,287,44,4,0.0266,0.0131,1337,266,0.034,0.0574,0,-0.0135,0.4944,4.0903,1.0789,0.0234
MERCH_SPIKE_RUSH_00293,syndicate_bot_rush,647,104,14,52,0.0229,0.4968,530,36,0.0481,0.8204,1,0.4739,21.6043,3.8578,2.8889,0.7723
MERCH_STD_01354,standard_stable,3144,127,67,3,0.0214,0.024,2785,104,0.0699,0.059,0,0.0026,1.1209,0.9695,1.2212,-0.0109
MERCH_FLASH_00285,flash_sale_high_vol,991,194,25,5,0.0254,0.0236,858,164,0.0731,0.0839,0,-0.0018,0.9294,4.6983,1.1829,0.0108
MERCH_STD_00087,standard_stable,529,18,15,1,0.0286,0.0317,460,13,0.0935,0.0654,0,0.0031,1.108,0.8166,1.3846,-0.0281
MERCH_SPIKE_ATO_00075,targeted_ato_surge,536,76,17,19,0.0325,0.2539,428,25,0.0935,0.7491,1,0.2214,7.7914,3.403,3.04,0.6556
MERCH_STD_00591,standard_stable,1717,78,35,1,0.0204,0.0191,1337,55,0.0934,0.0607,0,-0.0013,0.9366,1.0903,1.4182,-0.0327
MERCH_HIBAS_00399,high_stable_fraud,1082,50,142,6,0.1316,0.1272,667,33,0.3536,0.4163,0,-0.0044,0.9666,1.1091,1.5152,0.0627
MERCH_STD_01532,standard_stable,2287,103,90,3,0.0396,0.0318,1984,86,0.0649,0.0436,0,-0.0078,0.8035,1.0809,1.1977,-0.0213
MERCH_HIBAS_00387,high_stable_fraud,909,38,105,4,0.1163,0.1182,700,23,0.397,0.4139,0,0.0019,1.0163,1.0033,1.6522,0.0169
MERCH_FLASH_00327,flash_sale_high_vol,815,207,23,4,0.0284,0.0186,631,183,0.0425,0.0506,0,-0.0098,0.6561,6.0957,1.1311,0.0081
MERCH_STD_00758,standard_stable,810,35,12,0,0.0158,0.0138,587,31,0.0727,0.1136,0,-0.002,0.8742,1.037,1.129,0.0409
MERCH_STD_00351,standard_stable,492,17,10,0,0.0206,0.018,377,12,0.0246,0.1116,0,-0.0026,0.8744,0.8293,1.4167,0.087
MERCH_STD_00543,standard_stable,1642,72,23,1,0.0145,0.0151,1261,62,0.0876,0.0309,0,0.0006,1.0411,1.0524,1.1613,-0.0567
MERCH_FLASH_00252,flash_sale_high_vol,1334,301,39,5,0.0297,0.0167,1151,245,0.0644,0.0883,0,-0.013,0.5638,5.4153,1.2286,0.0239
MERCH_ORG_00105,organic_growth,1322,78,43,1,0.0329,0.016,1123,66,0.0523,0.0631,0,-0.0169,0.4879,1.416,1.1818,0.0108
MERCH_STD_01421,standard_stable,829,33,22,1,0.0275,0.0286,635,27,0.0824,0.0978,0,0.0011,1.0399,0.9554,1.2222,0.0154
MERCH_FLASH_00122,flash_sale_high_vol,2318,703,25,11,0.0112,0.015,1856,633,0.0631,0.0573,0,0.0038,1.3363,7.2787,1.1106,-0.0058
MERCH_SPIKE_RUSH_00006,syndicate_bot_rush,1070,302,29,86,0.0273,0.2841,877,108,0.0495,0.665,1,0.2568,10.3723,6.7738,2.7963,0.6155
MERCH_SPIKE_RUSH_00085,syndicate_bot_rush,1425,202,18,82,0.0129,0.4071,1168,64,0.0916,0.8638,1,0.3942,31.3231,3.4021,3.1562,0.7722
MERCH_HIBAS_00084,high_stable_fraud,1636,61,231,9,0.1413,0.1475,1133,46,0.309,0.3097,0,0.0062,1.0438,0.8949,1.3261,0.0007
MERCH_SPIKE_RUSH_00010,syndicate_bot_rush,1230,296,24,86,0.0199,0.2921,1008,99,0.0623,0.6814,1,0.2722,14.61,5.7756,2.9899,0.6191
MERCH_STD_00007,standard_stable,2830,113,67,2,0.0238,0.0204,2045,94,0.0577,0.0765,0,-0.0034,0.8577,0.9583,1.2021,0.0188
MERCH_HIBAS_00015,high_stable_fraud,1780,67,262,11,0.1476,0.1571,1292,45,0.2621,0.2614,0,0.0095,1.0643,0.9034,1.4889,-0.0007
MERCH_STD_00429,standard_stable,1588,61,44,2,0.0281,0.0315,1250,51,0.0265,0.067,0,0.0034,1.1206,0.9219,1.1961,0.0405
MERCH_STD_00907,standard_stable,2656,92,95,3,0.0361,0.0324,2042,71,0.0642,0.0433,0,-0.0037,0.8978,0.8313,1.2958,-0.0209
MERCH_STD_00630,standard_stable,531,20,7,0,0.0139,0.015,399,17,0.0726,0.1032,0,0.0011,1.0786,0.904,1.1765,0.0306
MERCH_STD_00179,standard_stable,2757,100,47,2,0.0171,0.0203,2075,78,0.0546,0.0453,0,0.0032,1.186,0.8705,1.2821,-0.0093
MERCH_STD_00117,standard_stable,522,24,8,0,0.0159,0.0182,391,20,0.0303,0.0475,0,0.0023,1.1438,1.1034,1.2,0.0172
MERCH_FLASH_00121,flash_sale_high_vol,832,165,18,2,0.0217,0.0097,740,134,0.0565,0.0617,0,-0.012,0.4495,4.7596,1.2313,0.0052
MERCH_STD_00934,standard_stable,3115,118,105,3,0.0339,0.0294,2546,102,0.0946,0.1025,0,-0.0045,0.8676,0.9091,1.1569,0.0079
MERCH_STD_00202,standard_stable,708,33,16,1,0.0232,0.0208,613,26,0.0808,0.0673,0,-0.0024,0.897,1.1186,1.2692,-0.0135
MERCH_NOISE_00031,low_volume_noise,47,2,0,0,0.0,0.0,42,2,0.1139,0.0207,0,0.0,1.0,1.0213,1.0,-0.0932
MERCH_STD_00260,standard_stable,1763,67,25,1,0.0142,0.0153,1540,51,0.0654,0.0269,0,0.0011,1.0769,0.9121,1.3137,-0.0385
MERCH_STD_00925,standard_stable,3594,136,69,2,0.0192,0.0156,2906,96,0.0951,0.1067,0,-0.0036,0.8135,0.9082,1.4167,0.0116
MERCH_SPIKE_RUSH_00366,syndicate_bot_rush,1497,199,47,46,0.032,0.2288,1227,57,0.0295,0.8078,1,0.1968,7.1308,3.1904,3.4912,0.7783
MERCH_SPIKE_RUSH_00233,syndicate_bot_rush,1593,504,48,127,0.0303,0.2521,1306,226,0.0204,0.9027,1,0.2218,8.2961,7.5932,2.2301,0.8823
MERCH_STD_00615,standard_stable,1349,65,52,2,0.0386,0.0362,1171,52,0.0477,0.104,0,-0.0024,0.938,1.1564,1.25,0.0563
MERCH_SPIKE_ATO_00239,targeted_ato_surge,521,47,8,21,0.0157,0.4363,416,14,0.1159,0.8543,1,0.4206,27.6203,2.1651,3.3571,0.7384
MERCH_STD_00302,standard_stable,2720,95,47,1,0.0174,0.0149,2372,70,0.0603,0.1191,0,-0.0025,0.8571,0.8382,1.3571,0.0588
MERCH_FLASH_00484,flash_sale_high_vol,1200,290,20,6,0.0172,0.0224,1087,232,0.0259,0.0879,0,0.0052,1.3006,5.8,1.25,0.062
MERCH_STD_00607,standard_stable,3407,147,52,2,0.0153,0.0134,2428,123,0.0289,0.0306,0,-0.0019,0.8766,1.0355,1.1951,0.0017
MERCH_FLASH_00543,flash_sale_high_vol,1655,396,31,8,0.0192,0.0208,1322,330,0.0713,0.092,0,0.0016,1.0829,5.7426,1.2,0.0207
MERCH_STD_00959,standard_stable,1131,39,22,1,0.0203,0.0187,996,30,0.0892,0.0709,0,-0.0016,0.9216,0.8276,1.3,-0.0183
MERCH_HIBAS_00239,high_stable_fraud,645,25,95,3,0.1474,0.1347,511,19,0.3478,0.3659,0,-0.0127,0.9139,0.9302,1.3158,0.0181
MERCH_SPIKE_RUSH_00167,syndicate_bot_rush,542,96,14,25,0.0269,0.2572,444,25,0.0975,0.8531,1,0.2303,9.5296,4.2509,3.84,0.7556
MERCH_STD_00237,standard_stable,1623,65,32,1,0.0202,0.0169,1144,48,0.0805,0.1191,0,-0.0033,0.8374,0.9612,1.3542,0.0386
MERCH_STD_00763,standard_stable,1061,53,17,1,0.0165,0.0138,811,42,0.0484,0.0718,0,-0.0027,0.8373,1.1989,1.2619,0.0234
MERCH_NOISE_00205,low_volume_noise,33,1,2,0,0.0606,0.0,29,1,0.0534,0.2126,0,-0.0606,0.0016,0.7273,1.0,0.1592
MERCH_STD_01333,standard_stable,3520,131,132,6,0.0376,0.043,2719,95,0.0844,0.026,0,0.0054,1.1432,0.8932,1.3789,-0.0584
MERCH_SPIKE_ATO_00041,targeted_ato_surge,831,94,31,51,0.0375,0.5412,664,38,0.0634,0.8085,1,0.5037,14.3963,2.7148,2.4737,0.7451
MERCH_FLASH_00330,flash_sale_high_vol,742,233,9,2,0.0123,0.0088,670,187,0.0562,0.0548,0,-0.0035,0.7177,7.5364,1.246,-0.0014
MERCH_FLASH_00017,flash_sale_high_vol,837,143,16,1,0.0201,0.0095,630,120,0.0232,0.0681,0,-0.0106,0.4752,4.1004,1.1917,0.0449
MERCH_ORG_00013,organic_growth,629,35,12,1,0.0192,0.0251,534,29,0.0593,0.0748,0,0.0059,1.3057,1.3355,1.2069,0.0155
MERCH_ORG_00047,organic_growth,502,26,14,1,0.0286,0.035,426,22,0.0766,0.0398,0,0.0064,1.223,1.243,1.1818,-0.0368
MERCH_STD_01067,standard_stable,2012,80,30,1,0.0154,0.0168,1626,64,0.0356,0.089,0,0.0014,1.0903,0.9543,1.25,0.0534
MERCH_NOISE_00036,low_volume_noise,77,1,0,0,0.0,0.0,69,1,0.1006,0.046,0,0.0,1.0,0.3117,1.0,-0.0546
MERCH_STD_01454,standard_stable,3049,119,121,5,0.0398,0.0386,2306,98,0.0589,0.0929,0,-0.0012,0.9699,0.9367,1.2143,0.034
MERCH_SPIKE_RUSH_00359,syndicate_bot_rush,1566,366,32,129,0.0208,0.3522,1284,124,0.0929,0.8192,1,0.3314,16.8565,5.6092,2.9516,0.7263
MERCH_SPIKE_RUSH_00180,syndicate_bot_rush,1265,185,27,72,0.022,0.3908,1037,57,0.0562,0.9412,1,0.3688,17.6878,3.5099,3.2456,0.885
MERCH_HIBAS_00324,high_stable_fraud,776,38,106,6,0.1378,0.15,520,25,0.2745,0.4174,0,0.0122,1.0885,1.1753,1.52,0.1429
MERCH_STD_00335,standard_stable,2140,103,26,1,0.0124,0.0114,1878,87,0.0759,0.0479,0,-0.001,0.92,1.1551,1.1839,-0.028
MERCH_STD_01496,standard_stable,2090,96,70,3,0.0339,0.0337,1485,76,0.0651,0.0466,0,-0.0002,0.9941,1.1024,1.2632,-0.0185
MERCH_FLASH_00546,flash_sale_high_vol,1171,337,15,7,0.0133,0.0196,895,311,0.067,0.0866,0,0.0063,1.4701,6.9069,1.0836,0.0196
MERCH_HIBAS_00406,high_stable_fraud,1019,35,125,5,0.1229,0.1343,637,26,0.2521,0.3119,0,0.0114,1.0927,0.8243,1.3462,0.0598
MERCH_STD_00172,standard_stable,1998,75,34,1,0.0172,0.015,1585,58,0.0393,0.0952,0,-0.0022,0.8728,0.9009,1.2931,0.0559
MERCH_SPIKE_RUSH_00442,syndicate_bot_rush,1823,342,53,110,0.0294,0.3214,1494,86,0.083,0.6985,1,0.292,10.8983,4.5025,3.9767,0.6155
MERCH_STD_00568,standard_stable,2552,89,59,2,0.0235,0.0215,2046,77,0.0337,0.0812,0,-0.002,0.9153,0.837,1.1558,0.0475
MERCH_STD_01300,standard_stable,2639,110,47,2,0.0179,0.0204,2233,88,0.0856,0.1013,0,0.0025,1.1389,1.0004,1.25,0.0157
MERCH_SPIKE_RUSH_00063,syndicate_bot_rush,1230,198,14,93,0.0116,0.4696,1008,58,0.0702,0.8126,1,0.458,40.1453,3.8634,3.4138,0.7424
MERCH_STD_00835,standard_stable,3732,149,106,4,0.0286,0.0298,3019,106,0.0759,0.0916,0,0.0012,1.0418,0.9582,1.4057,0.0157
MERCH_SPIKE_RUSH_00131,syndicate_bot_rush,1384,293,40,142,0.0292,0.4857,1134,89,0.0832,0.922,1,0.4565,16.5802,5.0809,3.2921,0.8388
MERCH_HIBAS_00046,high_stable_fraud,691,29,93,4,0.1349,0.1468,482,17,0.3219,0.3839,0,0.0119,1.0881,1.0072,1.7059,0.062
MERCH_NOISE_00014,low_volume_noise,94,2,0,0,0.0,0.0,84,2,0.0941,0.2116,0,0.0,1.0,0.5106,1.0,0.1175
MERCH_FLASH_00374,flash_sale_high_vol,2095,599,22,10,0.0106,0.0166,1903,517,0.0281,0.0597,0,0.006,1.5607,6.8621,1.1586,0.0316
MERCH_STD_01480,standard_stable,2352,98,78,3,0.0333,0.0306,1797,75,0.0808,0.0241,0,-0.0027,0.9192,1.0,1.3067,-0.0567
MERCH_HIBAS_00007,high_stable_fraud,1534,69,244,12,0.1592,0.1696,1209,41,0.3662,0.3157,0,0.0104,1.0653,1.0795,1.6829,-0.0505
MERCH_STD_01558,standard_stable,3665,138,82,3,0.0225,0.0206,2834,119,0.0761,0.045,0,-0.0019,0.9159,0.9037,1.1597,-0.0311
MERCH_STD_00703,standard_stable,2045,80,34,2,0.0169,0.0194,1476,65,0.0347,0.1047,0,0.0025,1.1471,0.9389,1.2308,0.07
MERCH_HIBAS_00270,high_stable_fraud,1888,61,281,9,0.1492,0.15,1445,43,0.304,0.33,0,0.0008,1.0054,0.7754,1.4186,0.026
MERCH_ORG_00156,organic_growth,815,46,19,2,0.0245,0.0383,692,39,0.0703,0.0476,0,0.0138,1.561,1.3546,1.1795,-0.0227
MERCH_SPIKE_ATO_00117,targeted_ato_surge,785,76,14,21,0.0189,0.2816,628,24,0.0581,0.7831,1,0.2627,14.8263,2.3236,3.1667,0.725
MERCH_STD_00522,standard_stable,2737,122,47,2,0.0173,0.0198,2134,101,0.052,0.0678,0,0.0025,1.1437,1.0698,1.2079,0.0158
MERCH_STD_01368,standard_stable,1943,74,41,2,0.0213,0.0241,1614,56,0.0931,0.0699,0,0.0028,1.1308,0.9141,1.3214,-0.0232
